Invoice_ID,Customer_ID,Gender,Age,City,Product_Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Payment_Method,Date_of_Purchase,Discount_Percent,Final_Amount,Loyalty_Customer
BB1198,CUST155,Female,55,Mumbai,Beauty,Conditioner,4,227.97,911.88,UPI,2024-12-01,10,820.69,Yes
BB1199,CUST884,Female,25,Indore,Toys & Games,Board Game,5,375.96,1879.8,Cash,2025-02-28,20,1503.84,No
BB1200,CUST749,Female,54,Kolkata,Beauty,Lotion,7,230.16,1611.12,Credit Card,2024-07-18,10,1450.01,Yes
BB1201,CUST533,Male,57,Visakhapatnam,Electronics,Fridge,2,298.72,597.44,Credit Card,2024-12-10,20,477.95,Yes
BB1202,CUST665,Female,41,Nagpur,Groceries,Spices,4,341.87,1367.48,Credit Card,2024-10-03,0,1367.48,No
BB1203,CUST357,Male,37,Hyderabad,Beauty,Lotion,5,170.18,850.9,UPI,2024-08-27,20,680.72,No
BB1204,CUST780,Female,34,Delhi,Stationery,Whiteboard Marker,5,105.32,526.6,Cash,2025-01-10,0,526.6,No
BB1205,CUST587,Female,54,Surat,Toys & Games,Coloring Kit,3,205.95,617.85,Credit Card,2024-12-26,5,586.96,Yes
BB1206,CUST944,Male,54,Ranchi,Electronics,Tablet,8,179.74,1437.92,Credit Card,2025-01-22,15,1222.23,Yes
BB1207,CUST556,Female,31,Thane,Apparel,T-Shirt,8,372.05,2976.4,Wallet,2025-04-03,5,2827.58,Yes
BB1208,CUST325,Male,63,Thane,Kitchen,Cutting Board,8,64.67,517.36,Credit Card,2025-05-20,0,517.36,No
BB1209,CUST917,Male,31,Delhi,Beauty,Face Cream,8,238.04,1904.32,UPI,2024-12-29,0,1904.32,Yes
BB1210,CUST661,Female,34,Ahmedabad,Furniture,Bookshelf,10,273.64,2736.4,Cash,2024-10-23,5,2599.58,No
BB1211,CUST415,Female,36,Chandigarh,Electronics,Washing Machine,3,369.32,1107.96,UPI,2024-12-18,15,941.77,No
BB1212,CUST643,Male,39,Indore,Sports,Yoga Mat,6,53.92,323.52,Credit Card,2025-04-23,15,274.99,No
BB1213,CUST635,Female,46,Vadodara,Apparel,Jeans,4,114.97,459.88,UPI,2025-05-17,5,436.89,No
BB1214,CUST661,Female,38,Patna,Stationery,Notebook,8,155.01,1240.08,UPI,2025-04-24,5,1178.08,No
BB1215,CUST544,Female,37,Indore,Furniture,Foldable Table,1,208.68,208.68,Cash,2024-09-07,10,187.81,No
BB1216,CUST806,Female,64,Ranchi,Stationery,Pen,1,107.75,107.75,UPI,2025-07-01,15,91.59,No
BB1217,CUST686,Male,35,Ahmedabad,Apparel,Track Pants,1,314.89,314.89,UPI,2025-02-17,10,283.4,Yes
BB1218,CUST286,Male,33,Chandigarh,Apparel,Sweater,4,451.93,1807.72,Cash,2024-07-31,20,1446.18,No
BB1219,CUST239,Female,21,Jaipur,Stationery,Glue Stick,9,283.06,2547.54,Wallet,2025-03-23,10,2292.79,Yes
BB1220,CUST434,Female,31,Jaipur,Beauty,Perfume,6,321.2,1927.2,Credit Card,2025-06-27,5,1830.84,No
BB1221,CUST474,Male,47,Bangalore,Beauty,Face Cream,5,314.94,1574.7,UPI,2024-11-25,10,1417.23,No
BB1222,CUST933,Female,33,Pune,Kitchen,Peeler,6,461.19,2767.14,Wallet,2025-03-06,20,2213.71,Yes
BB1223,CUST161,Male,22,Chennai,Electronics,Fridge,1,396.65,396.65,UPI,2024-10-24,15,337.15,No
BB1224,CUST110,Male,50,Thane,Furniture,Foldable Table,2,209.41,418.82,Wallet,2024-09-17,10,376.94,Yes
BB1225,CUST186,Male,48,Bangalore,Household,Dishwash,2,370.62,741.24,UPI,2025-03-20,10,667.12,Yes
BB1226,CUST974,Female,62,Hyderabad,Sports,Yoga Mat,7,398.42,2788.94,Cash,2024-07-01,5,2649.49,Yes
BB1227,CUST516,Male,43,Kolkata,Furniture,Foldable Table,1,425.79,425.79,Credit Card,2025-04-28,15,361.92,No
BB1228,CUST473,Male,54,Thane,Groceries,Sugar,7,359.99,2519.93,Cash,2025-01-10,15,2141.94,No
BB1229,CUST477,Female,65,Chennai,Groceries,Honey,10,404.16,4041.6,Wallet,2024-08-05,0,4041.6,No
BB1230,CUST437,Male,61,Delhi,Kitchen,Rolling Pin,4,201.52,806.08,Wallet,2024-08-13,5,765.78,No
BB1231,CUST780,Male,63,Vadodara,Beauty,Face Wash,7,196.99,1378.93,Cash,2025-02-23,20,1103.14,Yes
BB1232,CUST990,Male,53,Patna,Groceries,Rice,4,96.0,384.0,UPI,2025-05-16,15,326.4,No
BB1233,CUST823,Male,49,Bhopal,Toys & Games,Puzzle,1,318.76,318.76,UPI,2024-10-11,20,255.01,No
BB1234,CUST543,Female,52,Lucknow,Apparel,T-Shirt,7,51.97,363.79,UPI,2025-06-24,10,327.41,Yes
BB1235,CUST440,Male,41,Pune,Household,Broom,3,156.66,469.98,Cash,2024-08-06,0,469.98,Yes
BB1236,CUST450,Male,36,Surat,Electronics,Charger,9,129.21,1162.89,Wallet,2025-05-09,15,988.46,Yes
BB1237,CUST889,Female,40,Thane,Sports,Dumbbells,1,116.54,116.54,UPI,2024-11-23,10,104.89,Yes
BB1238,CUST605,Male,43,Delhi,Kitchen,Chopping Board,1,482.37,482.37,UPI,2024-07-30,0,482.37,No
BB1239,CUST885,Female,37,Mumbai,Kitchen,Non-stick Pan,6,82.12,492.72,UPI,2024-10-09,5,468.08,No
BB1240,CUST743,Male,49,Delhi,Kitchen,Utensils,10,413.54,4135.4,Cash,2024-12-13,5,3928.63,Yes
BB1241,CUST527,Male,64,Ranchi,Household,Room Freshener,7,192.73,1349.11,UPI,2025-04-16,5,1281.65,Yes
BB1242,CUST712,Male,58,Kolkata,Furniture,Plastic Stool,9,175.71,1581.39,UPI,2025-05-12,10,1423.25,Yes
BB1243,CUST511,Female,54,Indore,Beauty,Face Wash,9,475.28,4277.52,Credit Card,2024-08-18,5,4063.64,No
BB1244,CUST516,Female,40,Lucknow,Stationery,Marker,6,168.42,1010.52,UPI,2025-01-07,0,1010.52,No
BB1245,CUST191,Female,58,Indore,Apparel,Sweater,1,154.96,154.96,UPI,2025-02-24,0,154.96,No
BB1246,CUST568,Female,42,Pune,Kitchen,Gas Lighter,2,138.49,276.98,Wallet,2024-11-05,20,221.58,Yes
BB1247,CUST982,Male,21,Ahmedabad,Beauty,Sunscreen,2,32.55,65.1,Credit Card,2025-05-16,20,52.08,Yes
BB1248,CUST731,Female,39,Bhopal,Apparel,Leggings,6,74.6,447.6,Wallet,2024-10-10,15,380.46,No
BB1249,CUST710,Female,31,Jaipur,Sports,Shuttlecock,1,91.15,91.15,Wallet,2024-07-07,15,77.48,No
BB1250,CUST349,Male,38,Surat,Toys & Games,Soft Toy,8,123.16,985.28,Credit Card,2024-07-15,10,886.75,No
BB1251,CUST380,Female,38,Lucknow,Toys & Games,Doll,2,335.81,671.62,Credit Card,2025-03-07,15,570.88,No
BB1252,CUST348,Male,22,Jaipur,Beauty,Lotion,5,383.33,1916.65,Wallet,2025-01-21,20,1533.32,Yes
BB1253,CUST411,Female,24,Surat,Sports,Tennis Racket,10,26.65,266.5,UPI,2025-06-12,5,253.17,Yes
BB1254,CUST939,Male,26,Ahmedabad,Household,Bucket,8,185.12,1480.96,Cash,2025-06-09,15,1258.82,Yes
BB1255,CUST585,Male,60,Surat,Stationery,Scale,3,456.09,1368.27,UPI,2025-05-30,5,1299.86,No
BB1256,CUST898,Male,41,Nagpur,Sports,Water Bottle,5,384.85,1924.25,Cash,2024-07-16,0,1924.25,No
BB1257,CUST235,Female,41,Visakhapatnam,Beauty,Deodorant,7,409.07,2863.49,Cash,2025-04-01,0,2863.49,No
BB1258,CUST362,Male,43,Mumbai,Groceries,Paneer,8,319.5,2556.0,Cash,2025-03-14,20,2044.8,Yes
BB1259,CUST729,Male,50,Lucknow,Kitchen,Mixer Grinder,10,76.54,765.4,Cash,2025-02-25,20,612.32,No
BB1260,CUST651,Female,53,Nagpur,Sports,Cricket Bat,2,417.62,835.24,UPI,2025-03-18,10,751.72,Yes
BB1261,CUST975,Male,43,Chennai,Apparel,T-Shirt,2,78.23,156.46,Credit Card,2025-05-27,5,148.64,Yes
BB1262,CUST487,Female,40,Surat,Sports,Cricket Bat,9,45.04,405.36,Wallet,2025-02-20,0,405.36,No
BB1263,CUST475,Female,51,Chennai,Kitchen,Tiffin Box,10,303.1,3031.0,Cash,2024-11-14,10,2727.9,Yes
BB1264,CUST927,Female,64,Thane,Electronics,Microwave,5,498.38,2491.9,Credit Card,2025-01-13,15,2118.12,No
BB1265,CUST637,Female,30,Lucknow,Kitchen,Rolling Pin,5,74.56,372.8,Credit Card,2024-09-15,5,354.16,Yes
BB1266,CUST255,Male,25,Kolkata,Groceries,Sugar,5,400.64,2003.2,Wallet,2025-01-31,10,1802.88,No
BB1267,CUST991,Male,55,Visakhapatnam,Stationery,Marker,4,409.45,1637.8,Credit Card,2024-07-04,15,1392.13,No
BB1268,CUST788,Male,62,Indore,Sports,Skipping Rope,5,217.87,1089.35,Cash,2024-08-25,20,871.48,Yes
BB1269,CUST766,Female,29,Surat,Stationery,Scissors,9,134.15,1207.35,Wallet,2024-10-31,0,1207.35,Yes
BB1270,CUST555,Female,35,Bhopal,Kitchen,Tiffin Box,6,342.22,2053.32,Credit Card,2025-04-16,15,1745.32,No
BB1271,CUST186,Female,62,Kolkata,Stationery,Scale,2,135.45,270.9,Cash,2025-03-20,5,257.35,No
BB1272,CUST603,Male,23,Vadodara,Stationery,Marker,4,136.56,546.24,Wallet,2024-11-01,0,546.24,No
BB1273,CUST119,Male,61,Mumbai,Stationery,Marker,10,303.66,3036.6,UPI,2025-02-13,0,3036.6,No
BB1274,CUST662,Male,43,Jaipur,Household,Toilet Paper,1,265.67,265.67,UPI,2024-07-16,20,212.54,No
BB1275,CUST115,Female,52,Visakhapatnam,Groceries,Sugar,7,162.04,1134.28,Wallet,2024-08-29,0,1134.28,No
BB1276,CUST278,Male,26,Patna,Stationery,Glue Stick,9,389.24,3503.16,Credit Card,2025-06-25,5,3328.0,No
BB1277,CUST412,Male,24,Bangalore,Sports,Basketball,6,498.23,2989.38,Credit Card,2024-10-14,10,2690.44,No
BB1278,CUST696,Female,48,Jaipur,Kitchen,Utensils,1,426.43,426.43,UPI,2024-11-22,15,362.47,No
BB1279,CUST132,Male,41,Chennai,Groceries,Eggs,3,221.53,664.59,Wallet,2025-01-17,20,531.67,Yes
BB1280,CUST445,Female,20,Ahmedabad,Furniture,Chair,9,202.03,1818.27,Wallet,2024-10-16,15,1545.53,No
BB1281,CUST205,Male,51,Thane,Household,Detergent,1,172.32,172.32,Cash,2024-12-22,20,137.86,Yes
BB1282,CUST999,Female,51,Surat,Sports,Cricket Bat,6,156.77,940.62,UPI,2024-09-26,10,846.56,Yes
BB1283,CUST710,Female,38,Kolkata,Toys & Games,Building Blocks,9,70.27,632.43,UPI,2024-07-18,15,537.57,Yes
BB1284,CUST282,Female,61,Mumbai,Kitchen,Gas Lighter,3,411.12,1233.36,Cash,2024-09-04,5,1171.69,No
BB1285,CUST612,Female,31,Visakhapatnam,Electronics,Power Bank,9,379.02,3411.18,Cash,2025-01-08,5,3240.62,No
BB1286,CUST813,Male,55,Chennai,Apparel,Shirt,10,315.36,3153.6,Cash,2024-07-26,20,2522.88,Yes
BB1287,CUST846,Male,41,Thane,Groceries,Butter,2,300.71,601.42,UPI,2024-11-25,5,571.35,No
BB1288,CUST168,Female,64,Surat,Beauty,Face Wash,9,339.31,3053.79,Credit Card,2024-10-29,15,2595.72,Yes
BB1289,CUST485,Female,36,Patna,Furniture,Bookshelf,7,240.69,1684.83,Cash,2024-11-29,15,1432.11,Yes
BB1290,CUST950,Female,42,Surat,Electronics,Charger,7,206.06,1442.42,UPI,2024-08-06,0,1442.42,No
BB1291,CUST700,Female,30,Hyderabad,Kitchen,Knife Set,3,348.09,1044.27,Credit Card,2025-05-29,5,992.06,No
BB1292,CUST484,Female,49,Surat,Stationery,Files,10,385.23,3852.3,Cash,2024-12-21,15,3274.45,Yes
BB1293,CUST124,Female,51,Pune,Kitchen,Mixer Grinder,4,203.94,815.76,Credit Card,2025-05-04,20,652.61,No
BB1294,CUST824,Female,37,Nagpur,Apparel,Shirt,7,109.81,768.67,Cash,2025-06-23,0,768.67,No
BB1295,CUST276,Male,23,Pune,Groceries,Paneer,3,302.88,908.64,Wallet,2024-11-03,0,908.64,No
BB1296,CUST922,Male,56,Hyderabad,Furniture,Bookshelf,2,436.09,872.18,UPI,2024-12-23,20,697.74,No
BB1297,CUST971,Male,55,Chennai,Apparel,Track Pants,5,316.62,1583.1,Wallet,2025-03-14,20,1266.48,Yes
BB1298,CUST968,Male,44,Mumbai,Electronics,Smartwatch,8,102.47,819.76,Wallet,2024-12-04,0,819.76,Yes
BB1299,CUST523,Male,57,Hyderabad,Furniture,Shoe Rack,5,96.84,484.2,Cash,2024-10-19,10,435.78,No
BB1300,CUST396,Male,39,Mumbai,Stationery,Eraser,8,450.0,3600.0,UPI,2025-03-26,10,3240.0,No
BB1301,CUST473,Female,21,Thane,Stationery,Scale,7,143.92,1007.44,Cash,2025-05-24,5,957.07,No
BB1302,CUST338,Male,21,Vadodara,Household,Toilet Cleaner,5,231.43,1157.15,Credit Card,2025-06-02,5,1099.29,No
BB1303,CUST459,Female,40,Lucknow,Household,Bucket,9,413.22,3718.98,Credit Card,2025-02-15,15,3161.13,No
BB1304,CUST768,Male,27,Kolkata,Household,Bucket,4,339.1,1356.4,Cash,2024-11-15,20,1085.12,Yes
BB1305,CUST762,Male,42,Hyderabad,Toys & Games,Building Blocks,7,52.14,364.98,Credit Card,2025-06-22,15,310.23,No
BB1306,CUST644,Female,54,Bhopal,Sports,Tennis Racket,10,423.33,4233.3,UPI,2025-02-19,5,4021.63,Yes
BB1307,CUST618,Male,53,Hyderabad,Furniture,Chair,1,174.11,174.11,Cash,2024-07-25,0,174.11,No
BB1308,CUST514,Female,22,Thane,Electronics,Headphones,5,408.69,2043.45,UPI,2024-07-31,0,2043.45,Yes
BB1309,CUST881,Male,46,Ahmedabad,Groceries,Pickles,6,225.64,1353.84,Credit Card,2025-04-01,10,1218.46,No
BB1310,CUST978,Male,55,Lucknow,Groceries,Paneer,3,106.52,319.56,UPI,2024-07-23,10,287.6,No
BB1311,CUST918,Male,23,Bangalore,Furniture,Shoe Rack,2,454.93,909.86,Credit Card,2024-07-03,0,909.86,Yes
BB1312,CUST286,Male,22,Bangalore,Beauty,Body Wash,5,225.08,1125.4,Cash,2024-11-22,5,1069.13,Yes
BB1313,CUST746,Female,62,Vadodara,Sports,Yoga Mat,5,170.58,852.9,Credit Card,2025-01-06,0,852.9,No
BB1314,CUST437,Male,56,Delhi,Furniture,Bean Bag,10,29.26,292.6,UPI,2024-12-12,10,263.34,No
BB1315,CUST569,Female,54,Bangalore,Electronics,Tablet,1,375.34,375.34,Wallet,2024-12-26,10,337.81,No
BB1316,CUST566,Male,21,Bhopal,Household,Cloth Hanger,3,289.16,867.48,Cash,2025-01-31,5,824.11,No
BB1317,CUST406,Female,54,Indore,Toys & Games,Action Figure,5,337.82,1689.1,UPI,2025-03-06,10,1520.19,No
BB1318,CUST214,Male,21,Visakhapatnam,Stationery,Files,10,86.58,865.8,Credit Card,2024-12-02,20,692.64,Yes
BB1319,CUST495,Male,29,Bhopal,Kitchen,Non-stick Pan,10,490.47,4904.7,UPI,2024-11-12,15,4168.99,No
BB1320,CUST209,Female,54,Thane,Household,Room Freshener,7,193.77,1356.39,Wallet,2025-06-27,5,1288.57,No
BB1321,CUST894,Female,35,Chandigarh,Apparel,Cap,8,272.5,2180.0,Wallet,2024-10-04,10,1962.0,No
BB1322,CUST303,Male,22,Nagpur,Groceries,Salt,5,313.11,1565.55,UPI,2025-04-11,0,1565.55,Yes
BB1323,CUST608,Female,22,Bhopal,Toys & Games,Soft Toy,5,447.62,2238.1,Credit Card,2024-12-05,10,2014.29,No
BB1324,CUST687,Male,26,Delhi,Kitchen,Cutting Board,4,383.38,1533.52,Wallet,2024-11-09,10,1380.17,No
BB1325,CUST284,Female,48,Bangalore,Apparel,Socks,9,314.97,2834.73,UPI,2024-07-24,0,2834.73,Yes
BB1326,CUST948,Male,33,Pune,Groceries,Paneer,3,55.25,165.75,UPI,2025-05-13,10,149.18,Yes
BB1327,CUST307,Male,24,Chennai,Kitchen,Gas Lighter,10,316.41,3164.1,Wallet,2025-03-14,15,2689.48,Yes
BB1328,CUST695,Female,25,Ahmedabad,Household,Detergent,8,373.91,2991.28,UPI,2025-05-27,0,2991.28,No
BB1329,CUST990,Female,48,Hyderabad,Stationery,Highlighter,5,147.5,737.5,Credit Card,2024-12-13,10,663.75,Yes
BB1330,CUST969,Male,50,Lucknow,Furniture,Foldable Table,10,317.66,3176.6,Credit Card,2025-03-05,15,2700.11,No
BB1331,CUST753,Female,58,Visakhapatnam,Beauty,Kajal,3,485.39,1456.17,Wallet,2024-08-13,10,1310.55,No
BB1332,CUST148,Female,37,Surat,Beauty,Lotion,1,226.18,226.18,Credit Card,2024-11-23,5,214.87,Yes
BB1333,CUST509,Female,47,Bangalore,Beauty,Body Wash,10,390.4,3904.0,Wallet,2024-09-14,10,3513.6,No
BB1334,CUST768,Female,36,Kolkata,Stationery,Stapler,8,425.07,3400.56,Wallet,2024-07-16,15,2890.48,Yes
BB1335,CUST620,Female,61,Thane,Sports,Tennis Racket,7,42.25,295.75,Cash,2025-06-12,0,295.75,Yes
BB1336,CUST635,Female,20,Bhopal,Beauty,Lip Balm,10,464.26,4642.6,Credit Card,2024-09-18,10,4178.34,Yes
BB1337,CUST513,Male,19,Bhopal,Furniture,Shoe Rack,7,228.24,1597.68,Credit Card,2024-08-23,10,1437.91,No
BB1338,CUST829,Female,34,Chandigarh,Sports,Football,6,361.14,2166.84,Credit Card,2024-09-11,5,2058.5,No
BB1339,CUST448,Male,40,Ranchi,Beauty,Lip Balm,10,22.05,220.5,Cash,2024-11-16,0,220.5,No
BB1340,CUST966,Male,30,Visakhapatnam,Household,Toilet Paper,9,251.15,2260.35,Cash,2025-01-16,0,2260.35,Yes
BB1341,CUST709,Male,63,Jaipur,Kitchen,Mixer Grinder,4,235.36,941.44,Cash,2024-08-25,5,894.37,No
BB1342,CUST997,Female,60,Vadodara,Stationery,Stapler,4,238.6,954.4,Cash,2025-06-27,0,954.4,Yes
BB1343,CUST849,Female,56,Delhi,Beauty,Body Wash,7,169.77,1188.39,Credit Card,2025-06-25,5,1128.97,Yes
BB1344,CUST904,Female,53,Chandigarh,Stationery,Whiteboard Marker,5,316.56,1582.8,Credit Card,2024-08-24,0,1582.8,No
BB1345,CUST101,Female,60,Chennai,Toys & Games,Board Game,2,140.2,280.4,Credit Card,2024-11-26,20,224.32,Yes
BB1346,CUST213,Female,65,Chandigarh,Sports,Gym Gloves,6,169.73,1018.38,Cash,2025-03-06,20,814.7,No
BB1347,CUST251,Female,47,Mumbai,Apparel,Track Pants,9,470.86,4237.74,Credit Card,2025-05-18,10,3813.97,Yes
BB1348,CUST898,Female,30,Bangalore,Sports,Tennis Racket,4,492.18,1968.72,UPI,2024-12-29,15,1673.41,No
BB1349,CUST842,Female,36,Chennai,Sports,Shuttlecock,1,473.84,473.84,Cash,2025-06-01,5,450.15,No
BB1350,CUST608,Female,46,Surat,Apparel,T-Shirt,4,300.45,1201.8,Cash,2024-10-27,5,1141.71,Yes
BB1351,CUST202,Male,54,Patna,Furniture,Foldable Table,4,367.12,1468.48,Wallet,2024-12-30,5,1395.06,No
BB1352,CUST566,Male,59,Ranchi,Toys & Games,Puzzle,5,35.86,179.3,UPI,2024-12-30,0,179.3,Yes
BB1353,CUST437,Female,30,Thane,Sports,Shuttlecock,2,254.79,509.58,UPI,2025-03-03,5,484.1,Yes
BB1354,CUST718,Female,63,Thane,Apparel,Leggings,3,363.82,1091.46,UPI,2024-09-12,10,982.31,No
BB1355,CUST484,Male,30,Patna,Toys & Games,Soft Toy,9,190.71,1716.39,Cash,2025-02-09,0,1716.39,No
BB1356,CUST828,Female,55,Jaipur,Furniture,Shoe Rack,8,461.13,3689.04,Credit Card,2024-09-19,5,3504.59,No
BB1357,CUST743,Female,39,Visakhapatnam,Kitchen,Chopping Board,2,356.92,713.84,Wallet,2024-11-02,20,571.07,No
BB1358,CUST832,Female,48,Ranchi,Beauty,Lotion,10,450.4,4504.0,Wallet,2025-06-18,0,4504.0,Yes
BB1359,CUST907,Male,26,Vadodara,Sports,Shuttlecock,5,451.89,2259.45,Cash,2025-05-26,0,2259.45,Yes
BB1360,CUST523,Male,54,Bhopal,Electronics,Washing Machine,9,408.58,3677.22,UPI,2025-04-26,10,3309.5,No
BB1361,CUST568,Male,42,Bhopal,Beauty,Kajal,5,381.31,1906.55,Wallet,2024-07-13,10,1715.89,Yes
BB1362,CUST612,Male,23,Mumbai,Groceries,Milk,2,281.13,562.26,Cash,2024-08-24,20,449.81,Yes
BB1363,CUST322,Male,54,Patna,Beauty,Face Cream,2,53.83,107.66,UPI,2024-10-03,0,107.66,No
BB1364,CUST386,Male,61,Pune,Beauty,Sunscreen,7,74.69,522.83,UPI,2025-04-14,20,418.26,Yes
BB1365,CUST323,Male,49,Jaipur,Apparel,Cap,6,220.88,1325.28,Credit Card,2025-05-05,0,1325.28,Yes
BB1366,CUST771,Female,23,Delhi,Household,Doormat,9,122.38,1101.42,Cash,2025-01-30,10,991.28,Yes
BB1367,CUST888,Male,23,Bangalore,Furniture,Bookshelf,5,182.03,910.15,Wallet,2025-03-20,10,819.13,Yes
BB1368,CUST647,Male,63,Surat,Stationery,Marker,2,316.8,633.6,Cash,2025-04-22,15,538.56,Yes
BB1369,CUST905,Male,48,Visakhapatnam,Beauty,Conditioner,6,498.99,2993.94,Credit Card,2024-07-25,5,2844.24,Yes
BB1370,CUST428,Female,19,Patna,Furniture,Plastic Stool,7,469.3,3285.1,Wallet,2024-07-31,20,2628.08,No
BB1371,CUST408,Male,51,Delhi,Kitchen,Peeler,1,320.37,320.37,UPI,2025-05-15,10,288.33,Yes
BB1372,CUST870,Female,39,Delhi,Stationery,Pencil,5,306.5,1532.5,Cash,2024-07-15,0,1532.5,Yes
BB1373,CUST357,Male,51,Mumbai,Groceries,Dal,1,386.72,386.72,Wallet,2024-09-21,20,309.38,No
BB1374,CUST114,Female,50,Thane,Sports,Dumbbells,7,103.37,723.59,Wallet,2024-07-15,10,651.23,Yes
BB1375,CUST704,Female,23,Indore,Toys & Games,Doll,1,462.15,462.15,Credit Card,2024-07-06,15,392.83,No
BB1376,CUST595,Female,27,Thane,Toys & Games,Remote Car,9,277.62,2498.58,Cash,2025-05-05,20,1998.86,Yes
BB1377,CUST965,Female,26,Chandigarh,Groceries,Rice,7,320.39,2242.73,Cash,2024-10-29,0,2242.73,No
BB1378,CUST850,Female,47,Bhopal,Toys & Games,Action Figure,9,341.21,3070.89,UPI,2024-08-28,20,2456.71,No
BB1379,CUST977,Female,44,Bhopal,Kitchen,Mixer Grinder,1,186.62,186.62,Cash,2024-08-24,0,186.62,Yes
BB1380,CUST771,Male,57,Delhi,Household,Cloth Hanger,2,68.31,136.62,Wallet,2025-02-26,20,109.3,Yes
BB1381,CUST455,Female,18,Kolkata,Stationery,Pen,4,248.33,993.32,Cash,2025-06-20,0,993.32,Yes
BB1382,CUST241,Male,46,Surat,Groceries,Salt,7,22.24,155.68,Cash,2025-01-01,10,140.11,Yes
BB1383,CUST148,Female,45,Mumbai,Stationery,Eraser,2,458.25,916.5,Wallet,2025-05-26,10,824.85,No
BB1384,CUST139,Male,40,Thane,Stationery,Files,10,383.42,3834.2,UPI,2024-12-31,5,3642.49,Yes
BB1385,CUST700,Male,39,Surat,Beauty,Sunscreen,5,79.84,399.2,UPI,2025-01-27,5,379.24,No
BB1386,CUST498,Male,40,Pune,Apparel,Sweater,10,151.82,1518.2,Cash,2025-03-06,15,1290.47,Yes
BB1387,CUST450,Male,57,Ranchi,Apparel,Sweater,5,347.27,1736.35,Credit Card,2025-04-21,15,1475.9,Yes
BB1388,CUST401,Male,47,Ahmedabad,Apparel,Leggings,10,23.66,236.6,Credit Card,2025-04-04,20,189.28,No
BB1389,CUST908,Female,23,Ranchi,Apparel,Jacket,10,418.01,4180.1,Wallet,2025-06-28,0,4180.1,Yes
BB1390,CUST808,Male,18,Bhopal,Beauty,Lotion,7,394.99,2764.93,Cash,2025-03-31,20,2211.94,Yes
BB1391,CUST245,Male,52,Bhopal,Stationery,Eraser,2,65.02,130.04,Cash,2025-05-28,0,130.04,No
BB1392,CUST494,Male,33,Nagpur,Electronics,Washing Machine,8,474.69,3797.52,Cash,2024-09-14,0,3797.52,Yes
BB1393,CUST789,Female,33,Patna,Household,Detergent,3,409.17,1227.51,Cash,2025-01-12,10,1104.76,Yes
BB1394,CUST881,Male,19,Hyderabad,Electronics,Washing Machine,5,118.55,592.75,Cash,2025-02-05,0,592.75,No
BB1395,CUST253,Male,47,Hyderabad,Sports,Water Bottle,2,25.91,51.82,Credit Card,2025-04-29,10,46.64,No
BB1396,CUST176,Female,47,Ranchi,Household,Detergent,7,295.69,2069.83,Cash,2024-12-24,20,1655.86,Yes
BB1397,CUST816,Female,47,Thane,Electronics,Fridge,5,289.18,1445.9,Credit Card,2025-04-16,10,1301.31,Yes
BB1398,CUST475,Female,20,Vadodara,Electronics,Air Conditioner,6,466.05,2796.3,Wallet,2024-11-20,10,2516.67,Yes
