Invoice_ID,Customer_ID,Gender,Age,City,Product_Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Payment_Method,Date_of_Purchase,Discount_Percent,Final_Amount,Loyalty_Customer
BB1399,CUST253,Female,46,Kolkata,Sports,Gym Gloves,5,194.85,974.25,Cash,2025-01-31,5,925.54,Yes
BB1400,CUST899,Female,59,Nagpur,Stationery,Eraser,1,432.43,432.43,Cash,2025-05-08,20,345.94,No
BB1401,CUST991,Male,38,Delhi,Kitchen,Mixer Grinder,8,38.38,307.04,Wallet,2025-04-19,0,307.04,No
BB1402,CUST899,Male,63,Ranchi,Beauty,Face Wash,6,108.1,648.6,Credit Card,2025-02-26,5,616.17,Yes
BB1403,CUST270,Male,62,Nagpur,Toys & Games,Doll,10,345.7,3457.0,Cash,2024-07-01,0,3457.0,Yes
BB1404,CUST728,Female,47,Indore,Apparel,T-Shirt,9,240.44,2163.96,Credit Card,2024-09-05,20,1731.17,No
BB1405,CUST210,Female,37,Ranchi,Groceries,Pickles,7,454.23,3179.61,UPI,2025-01-02,15,2702.67,Yes
BB1406,CUST861,Female,39,Nagpur,Electronics,Fridge,9,312.75,2814.75,Credit Card,2024-10-02,0,2814.75,No
BB1407,CUST312,Male,40,Jaipur,Toys & Games,Board Game,3,33.13,99.39,UPI,2024-07-25,5,94.42,No
BB1408,CUST471,Male,37,Ahmedabad,Beauty,Body Wash,6,355.26,2131.56,Cash,2025-05-11,10,1918.4,No
BB1409,CUST294,Female,38,Visakhapatnam,Stationery,Scissors,8,196.98,1575.84,Wallet,2025-06-11,0,1575.84,No
BB1410,CUST429,Female,29,Patna,Stationery,Pen,5,94.75,473.75,UPI,2024-10-19,0,473.75,Yes
BB1411,CUST287,Male,25,Indore,Beauty,Kajal,10,245.14,2451.4,UPI,2024-11-27,5,2328.83,No
BB1412,CUST405,Female,54,Hyderabad,Stationery,Notebook,9,31.36,282.24,Credit Card,2025-04-23,20,225.79,Yes
BB1413,CUST487,Male,40,Ahmedabad,Kitchen,Chopping Board,3,97.32,291.96,UPI,2024-07-23,20,233.57,No
BB1414,CUST157,Female,37,Mumbai,Furniture,Plastic Stool,4,483.59,1934.36,UPI,2025-02-20,5,1837.64,Yes
BB1415,CUST175,Female,38,Chennai,Apparel,Shoes,5,474.26,2371.3,UPI,2024-08-16,5,2252.74,No
BB1416,CUST872,Female,25,Patna,Apparel,Jeans,9,91.6,824.4,Cash,2024-10-14,10,741.96,No
BB1417,CUST284,Female,27,Lucknow,Groceries,Oil,3,338.0,1014.0,Cash,2025-04-30,5,963.3,No
BB1418,CUST977,Female,28,Patna,Kitchen,Peeler,4,377.43,1509.72,Credit Card,2024-07-21,15,1283.26,Yes
BB1419,CUST187,Male,64,Kolkata,Electronics,Air Conditioner,3,89.91,269.73,Credit Card,2024-07-14,20,215.78,Yes
BB1420,CUST781,Female,24,Kolkata,Kitchen,Tiffin Box,2,291.34,582.68,UPI,2024-11-30,20,466.14,No
BB1421,CUST459,Male,59,Kolkata,Household,Dustbin,6,90.41,542.46,Credit Card,2024-12-28,0,542.46,No
BB1422,CUST372,Female,48,Patna,Kitchen,Chopping Board,7,102.21,715.47,Wallet,2025-05-12,5,679.7,Yes
BB1423,CUST812,Male,56,Ranchi,Furniture,Table,8,444.07,3552.56,Wallet,2025-03-20,20,2842.05,No
BB1424,CUST952,Male,20,Jaipur,Sports,Basketball,10,468.81,4688.1,Wallet,2025-03-04,15,3984.89,Yes
BB1425,CUST955,Male,35,Delhi,Groceries,Spices,10,407.55,4075.5,UPI,2024-08-25,20,3260.4,No
BB1426,CUST447,Female,25,Mumbai,Kitchen,Chopping Board,2,113.03,226.06,Cash,2025-06-27,0,226.06,No
BB1427,CUST702,Male,45,Thane,Stationery,Scissors,3,306.12,918.36,Wallet,2024-11-28,20,734.69,Yes
BB1428,CUST142,Male,33,Ahmedabad,Furniture,Bookshelf,1,197.15,197.15,UPI,2025-02-09,10,177.44,Yes
BB1429,CUST461,Female,30,Visakhapatnam,Kitchen,Knife Set,2,179.06,358.12,UPI,2024-11-19,0,358.12,No
BB1430,CUST135,Female,38,Chandigarh,Sports,Tennis Racket,6,373.79,2242.74,UPI,2024-07-18,15,1906.33,Yes
BB1431,CUST731,Female,25,Mumbai,Toys & Games,Board Game,9,39.39,354.51,Wallet,2024-12-20,10,319.06,No
BB1432,CUST886,Male,20,Chennai,Electronics,Headphones,4,248.52,994.08,Credit Card,2024-08-25,15,844.97,Yes
BB1433,CUST196,Female,33,Bangalore,Groceries,Spices,5,429.36,2146.8,UPI,2024-07-12,10,1932.12,Yes
BB1434,CUST979,Male,28,Kolkata,Toys & Games,Soft Toy,10,261.59,2615.9,Cash,2025-02-11,20,2092.72,No
BB1435,CUST309,Female,52,Lucknow,Electronics,Air Conditioner,1,397.57,397.57,UPI,2025-02-16,5,377.69,Yes
BB1436,CUST323,Female,18,Surat,Stationery,Pencil,2,416.63,833.26,Wallet,2024-08-08,10,749.93,Yes
BB1437,CUST672,Male,24,Ahmedabad,Toys & Games,Doll,5,268.03,1340.15,Wallet,2025-01-17,15,1139.13,Yes
BB1438,CUST474,Male,47,Pune,Toys & Games,Board Game,3,320.28,960.84,UPI,2024-11-04,20,768.67,Yes
BB1439,CUST618,Male,55,Thane,Electronics,TV,2,286.23,572.46,UPI,2024-11-18,20,457.97,Yes
BB1440,CUST459,Male,56,Jaipur,Kitchen,Peeler,7,340.38,2382.66,Cash,2025-04-11,20,1906.13,No
BB1441,CUST578,Female,30,Surat,Apparel,Saree,8,450.58,3604.64,Cash,2024-12-27,15,3063.94,Yes
BB1442,CUST428,Male,25,Vadodara,Electronics,Bluetooth Speaker,5,154.12,770.6,Cash,2025-05-19,0,770.6,Yes
BB1443,CUST868,Male,36,Chennai,Beauty,Lip Balm,5,66.8,334.0,Cash,2025-02-09,10,300.6,No
BB1444,CUST384,Male,54,Lucknow,Beauty,Deodorant,7,239.53,1676.71,Wallet,2024-12-18,0,1676.71,No
BB1445,CUST527,Female,38,Indore,Kitchen,Knife Set,7,79.82,558.74,Wallet,2025-02-17,5,530.8,Yes
BB1446,CUST766,Female,62,Jaipur,Apparel,Shoes,1,165.76,165.76,Wallet,2024-11-01,10,149.18,No
BB1447,CUST662,Female,56,Ranchi,Beauty,Deodorant,6,443.92,2663.52,UPI,2024-08-15,10,2397.17,Yes
BB1448,CUST411,Male,45,Chennai,Beauty,Face Wash,9,368.96,3320.64,Wallet,2025-03-07,0,3320.64,No
BB1449,CUST574,Female,48,Delhi,Groceries,Eggs,9,321.28,2891.52,Cash,2025-02-13,10,2602.37,No
BB1450,CUST757,Male,34,Mumbai,Apparel,Track Pants,2,149.31,298.62,UPI,2025-04-15,0,298.62,No
BB1451,CUST192,Male,22,Ranchi,Kitchen,Utensils,6,484.02,2904.12,Wallet,2024-08-16,5,2758.91,No
BB1452,CUST790,Male,47,Delhi,Furniture,Table,3,112.93,338.79,Cash,2025-05-30,15,287.97,Yes
BB1453,CUST986,Male,19,Delhi,Toys & Games,Toy Gun,10,360.21,3602.1,UPI,2025-04-19,0,3602.1,Yes
BB1454,CUST131,Female,61,Chennai,Kitchen,Tiffin Box,1,440.75,440.75,Wallet,2025-06-01,15,374.64,Yes
BB1455,CUST612,Female,51,Bhopal,Kitchen,Utensils,6,97.48,584.88,UPI,2025-05-16,20,467.9,No
BB1456,CUST578,Female,26,Chandigarh,Sports,Cricket Bat,2,498.6,997.2,UPI,2025-03-07,5,947.34,No
BB1457,CUST161,Male,54,Chandigarh,Household,Dustbin,4,352.81,1411.24,UPI,2025-04-23,10,1270.12,Yes
BB1458,CUST591,Female,41,Bangalore,Groceries,Milk,5,143.03,715.15,Credit Card,2025-01-06,0,715.15,No
BB1459,CUST307,Female,50,Nagpur,Stationery,Scale,9,225.22,2026.98,UPI,2025-04-14,0,2026.98,Yes
BB1460,CUST166,Female,48,Surat,Electronics,Charger,4,153.09,612.36,Credit Card,2024-09-08,5,581.74,Yes
BB1461,CUST906,Female,21,Delhi,Furniture,Bookshelf,3,391.49,1174.47,Credit Card,2025-04-13,10,1057.02,No
BB1462,CUST481,Male,24,Delhi,Kitchen,Mixer Grinder,5,389.81,1949.05,Credit Card,2024-12-10,20,1559.24,No
BB1463,CUST306,Male,43,Mumbai,Kitchen,Rolling Pin,9,269.93,2429.37,Cash,2025-04-03,5,2307.9,No
BB1464,CUST201,Female,19,Kolkata,Stationery,Pencil,10,129.05,1290.5,UPI,2024-12-14,10,1161.45,Yes
BB1465,CUST262,Male,51,Kolkata,Beauty,Shampoo,5,379.58,1897.9,Wallet,2025-04-15,0,1897.9,Yes
BB1466,CUST845,Male,19,Chandigarh,Stationery,Scale,8,254.84,2038.72,Cash,2024-07-28,20,1630.98,Yes
BB1467,CUST410,Male,37,Lucknow,Apparel,Saree,3,392.68,1178.04,Credit Card,2024-07-17,5,1119.14,No
BB1468,CUST838,Female,21,Pune,Groceries,Spices,7,292.43,2047.01,Credit Card,2025-06-07,20,1637.61,No
BB1469,CUST762,Male,52,Indore,Groceries,Rice,1,446.67,446.67,Wallet,2024-12-25,20,357.34,No
BB1470,CUST551,Male,53,Delhi,Groceries,Dal,6,138.0,828.0,UPI,2025-05-26,15,703.8,Yes
BB1471,CUST513,Male,52,Bangalore,Household,Cloth Hanger,4,393.28,1573.12,UPI,2025-06-11,15,1337.15,Yes
BB1472,CUST775,Male,47,Vadodara,Toys & Games,Toy Gun,3,86.33,258.99,Cash,2025-03-01,20,207.19,No
BB1473,CUST321,Female,64,Delhi,Sports,Yoga Mat,7,34.62,242.34,Cash,2025-01-26,5,230.22,Yes
BB1474,CUST318,Female,35,Nagpur,Electronics,Mobile,6,85.53,513.18,Credit Card,2024-09-18,20,410.54,No
BB1475,CUST877,Female,29,Hyderabad,Apparel,Shorts,10,490.06,4900.6,Cash,2024-08-04,0,4900.6,No
BB1476,CUST755,Female,50,Ranchi,Toys & Games,Action Figure,9,269.02,2421.18,Wallet,2025-04-26,0,2421.18,No
BB1477,CUST939,Female,29,Hyderabad,Electronics,Charger,2,187.55,375.1,Credit Card,2025-05-22,20,300.08,No
BB1478,CUST163,Female,18,Bangalore,Kitchen,Rolling Pin,5,77.56,387.8,UPI,2025-04-12,10,349.02,Yes
BB1479,CUST669,Male,58,Mumbai,Household,Dustbin,5,194.03,970.15,Credit Card,2025-03-13,10,873.13,Yes
BB1480,CUST639,Male,55,Indore,Beauty,Face Cream,5,437.29,2186.45,Wallet,2024-12-01,5,2077.13,No
BB1481,CUST173,Female,48,Vadodara,Apparel,Leggings,6,154.18,925.08,UPI,2024-10-20,15,786.32,No
BB1482,CUST168,Female,32,Thane,Apparel,Dupatta,2,487.45,974.9,Credit Card,2024-08-11,0,974.9,Yes
BB1483,CUST390,Male,40,Chandigarh,Furniture,Wardrobe Organizer,10,245.02,2450.2,Wallet,2024-12-03,20,1960.16,Yes
BB1484,CUST469,Male,20,Pune,Beauty,Body Wash,10,345.1,3451.0,UPI,2025-01-24,15,2933.35,No
BB1485,CUST679,Female,64,Pune,Kitchen,Peeler,3,160.01,480.03,Wallet,2025-06-03,20,384.02,No
BB1486,CUST236,Male,34,Jaipur,Furniture,Plastic Stool,5,26.9,134.5,Wallet,2025-06-08,10,121.05,Yes
BB1487,CUST293,Male,60,Ahmedabad,Stationery,Stapler,2,199.35,398.7,Credit Card,2024-11-30,15,338.89,No
BB1488,CUST565,Male,49,Thane,Beauty,Lip Balm,1,39.77,39.77,Credit Card,2024-08-06,10,35.79,Yes
BB1489,CUST989,Male,62,Bangalore,Sports,Gym Gloves,3,84.42,253.26,UPI,2025-04-10,20,202.61,No
BB1490,CUST935,Male,38,Jaipur,Apparel,Saree,2,263.3,526.6,Credit Card,2025-03-26,10,473.94,No
BB1491,CUST738,Male,37,Mumbai,Toys & Games,Remote Car,10,294.45,2944.5,UPI,2024-07-12,20,2355.6,No
BB1492,CUST768,Female,31,Nagpur,Electronics,Headphones,7,238.85,1671.95,UPI,2024-12-11,15,1421.16,No
BB1493,CUST861,Female,32,Vadodara,Electronics,Microwave,6,59.02,354.12,Wallet,2025-03-09,5,336.41,Yes
BB1494,CUST154,Male,24,Thane,Beauty,Face Cream,9,335.3,3017.7,Wallet,2024-07-12,15,2565.04,No
BB1495,CUST770,Female,46,Kolkata,Apparel,Sweater,1,450.16,450.16,Cash,2025-06-02,15,382.64,No
BB1496,CUST384,Male,35,Chandigarh,Groceries,Spices,4,338.7,1354.8,Credit Card,2025-06-18,15,1151.58,Yes
BB1497,CUST789,Male,21,Visakhapatnam,Furniture,Mattress,3,93.99,281.97,Wallet,2025-03-22,20,225.58,Yes
BB1498,CUST927,Female,61,Patna,Groceries,Butter,3,63.72,191.16,Cash,2024-07-29,15,162.49,No
BB1499,CUST870,Female,41,Jaipur,Sports,Gym Gloves,8,88.0,704.0,Credit Card,2024-07-26,5,668.8,No
BB1500,CUST211,Male,47,Chennai,Kitchen,Rolling Pin,1,451.23,451.23,Credit Card,2024-11-09,5,428.67,Yes
BB1501,CUST660,Female,64,Nagpur,Furniture,Bookshelf,4,66.19,264.76,Cash,2024-07-11,0,264.76,Yes
BB1502,CUST166,Male,65,Surat,Toys & Games,Rubik Cube,2,385.33,770.66,UPI,2024-11-05,0,770.66,No
BB1503,CUST404,Male,22,Bhopal,Beauty,Body Wash,2,314.27,628.54,Wallet,2024-07-04,20,502.83,No
BB1504,CUST348,Female,27,Kolkata,Electronics,Tablet,10,160.24,1602.4,Cash,2025-06-22,10,1442.16,No
BB1505,CUST381,Male,51,Ahmedabad,Toys & Games,Coloring Kit,4,295.75,1183.0,Wallet,2025-04-26,15,1005.55,Yes
BB1506,CUST540,Male,45,Surat,Groceries,Salt,3,404.26,1212.78,Cash,2024-07-26,15,1030.86,No
BB1507,CUST649,Female,24,Chandigarh,Sports,Tennis Racket,6,436.8,2620.8,Cash,2025-05-23,0,2620.8,Yes
BB1508,CUST349,Male,35,Bangalore,Kitchen,Chopping Board,6,38.17,229.02,UPI,2024-09-15,5,217.57,Yes
BB1509,CUST791,Male,37,Indore,Beauty,Perfume,5,191.85,959.25,Wallet,2024-09-13,15,815.36,No
BB1510,CUST375,Female,36,Vadodara,Groceries,Tea,9,349.22,3142.98,Wallet,2025-03-04,5,2985.83,Yes
BB1511,CUST986,Male,45,Bhopal,Electronics,Mobile,5,137.46,687.3,Credit Card,2025-06-09,15,584.2,No
BB1512,CUST127,Female,43,Ranchi,Apparel,Sweater,2,139.4,278.8,UPI,2024-08-15,0,278.8,No
BB1513,CUST773,Female,35,Nagpur,Beauty,Kajal,3,44.02,132.06,Cash,2024-07-03,20,105.65,No
BB1514,CUST545,Male,26,Kolkata,Toys & Games,Rubik Cube,4,247.52,990.08,Credit Card,2024-11-13,10,891.07,Yes
BB1515,CUST182,Female,53,Jaipur,Sports,Yoga Mat,10,276.69,2766.9,Wallet,2024-07-10,0,2766.9,No
BB1516,CUST562,Female,39,Thane,Furniture,Mattress,8,140.93,1127.44,Cash,2025-02-07,0,1127.44,No
BB1517,CUST565,Female,61,Mumbai,Household,Toilet Cleaner,2,278.66,557.32,Credit Card,2025-05-11,15,473.72,Yes
BB1518,CUST110,Male,22,Lucknow,Kitchen,Peeler,5,281.25,1406.25,Wallet,2024-09-07,15,1195.31,No
BB1519,CUST868,Female,18,Chandigarh,Groceries,Bread,4,129.67,518.68,UPI,2024-08-11,5,492.75,Yes
BB1520,CUST926,Female,48,Lucknow,Toys & Games,Soft Toy,4,262.62,1050.48,Cash,2024-11-04,5,997.96,Yes
BB1521,CUST824,Female,64,Pune,Stationery,Files,2,311.73,623.46,Cash,2025-06-17,15,529.94,No
BB1522,CUST131,Female,34,Ranchi,Sports,Football,10,277.14,2771.4,Credit Card,2024-08-17,15,2355.69,Yes
BB1523,CUST380,Female,53,Vadodara,Stationery,Marker,8,195.24,1561.92,Cash,2025-06-19,15,1327.63,Yes
BB1524,CUST297,Male,31,Lucknow,Beauty,Conditioner,8,426.43,3411.44,Cash,2024-11-10,10,3070.3,Yes
BB1525,CUST283,Female,64,Pune,Stationery,Notebook,8,90.62,724.96,Cash,2024-12-21,0,724.96,Yes
BB1526,CUST960,Female,45,Pune,Sports,Tennis Racket,4,110.92,443.68,UPI,2024-10-16,5,421.5,Yes
BB1527,CUST367,Male,46,Kolkata,Furniture,Bookshelf,6,300.15,1800.9,Wallet,2025-06-08,10,1620.81,No
BB1528,CUST790,Male,34,Chennai,Sports,Football,8,227.76,1822.08,Cash,2025-06-16,5,1730.98,Yes
BB1529,CUST372,Male,51,Patna,Toys & Games,Rubik Cube,6,390.2,2341.2,Wallet,2025-02-18,10,2107.08,No
BB1530,CUST788,Female,54,Lucknow,Electronics,Tablet,9,420.88,3787.92,Wallet,2024-09-06,10,3409.13,No
BB1531,CUST540,Female,22,Lucknow,Beauty,Perfume,9,87.0,783.0,UPI,2025-06-29,20,626.4,Yes
BB1532,CUST330,Female,18,Jaipur,Beauty,Kajal,1,179.54,179.54,UPI,2024-08-07,20,143.63,Yes
BB1533,CUST955,Male,61,Chennai,Toys & Games,Soft Toy,6,103.72,622.32,Wallet,2025-01-29,15,528.97,No
BB1534,CUST206,Male,59,Bangalore,Groceries,Dal,8,287.74,2301.92,Cash,2024-08-27,10,2071.73,Yes
BB1535,CUST332,Male,35,Chandigarh,Stationery,Notebook,8,388.25,3106.0,UPI,2025-05-25,0,3106.0,No
BB1536,CUST811,Female,58,Indore,Groceries,Jaggery,4,167.22,668.88,UPI,2025-06-12,20,535.1,Yes
BB1537,CUST169,Female,43,Ahmedabad,Stationery,Pen,4,147.12,588.48,Cash,2025-04-21,10,529.63,No
BB1538,CUST688,Male,35,Mumbai,Toys & Games,Toy Gun,7,108.63,760.41,Wallet,2024-10-24,10,684.37,Yes
BB1539,CUST848,Male,48,Lucknow,Household,Dustbin,6,289.91,1739.46,UPI,2024-09-27,20,1391.57,Yes
BB1540,CUST525,Male,23,Chennai,Toys & Games,Coloring Kit,4,249.13,996.52,Wallet,2025-04-03,15,847.04,No
BB1541,CUST943,Female,32,Jaipur,Furniture,Bookshelf,9,111.55,1003.95,Cash,2024-10-15,15,853.36,Yes
BB1542,CUST916,Male,49,Surat,Stationery,Scale,7,325.52,2278.64,Credit Card,2024-12-01,0,2278.64,Yes
BB1543,CUST788,Male,44,Lucknow,Household,Detergent,3,460.16,1380.48,UPI,2024-07-17,10,1242.43,Yes
BB1544,CUST694,Male,63,Lucknow,Sports,Shuttlecock,9,225.97,2033.73,Wallet,2024-08-18,10,1830.36,No
BB1545,CUST335,Female,62,Bhopal,Beauty,Deodorant,2,161.62,323.24,Wallet,2024-07-08,15,274.75,Yes
BB1546,CUST998,Female,29,Bangalore,Groceries,Butter,1,236.39,236.39,UPI,2024-07-29,0,236.39,Yes
BB1547,CUST674,Male,25,Hyderabad,Groceries,Rice,7,468.59,3280.13,Wallet,2024-07-27,5,3116.12,Yes
BB1548,CUST656,Female,49,Pune,Beauty,Perfume,6,225.28,1351.68,UPI,2024-12-01,10,1216.51,No
BB1549,CUST415,Male,22,Surat,Apparel,Jeans,3,410.14,1230.42,UPI,2025-01-18,10,1107.38,No
BB1550,CUST136,Female,27,Visakhapatnam,Kitchen,Mixer Grinder,1,39.97,39.97,Wallet,2025-03-29,15,33.97,Yes
BB1551,CUST825,Male,36,Visakhapatnam,Beauty,Hair Oil,6,124.72,748.32,UPI,2024-08-22,20,598.66,No
BB1552,CUST405,Female,63,Delhi,Furniture,Plastic Stool,5,244.8,1224.0,UPI,2024-12-02,5,1162.8,Yes
BB1553,CUST498,Male,56,Ahmedabad,Furniture,Bookshelf,5,82.27,411.35,UPI,2025-02-19,10,370.22,No
BB1554,CUST412,Male,24,Ahmedabad,Groceries,Oil,4,218.03,872.12,Wallet,2024-07-31,15,741.3,Yes
BB1555,CUST917,Female,57,Thane,Toys & Games,Board Game,9,196.6,1769.4,Credit Card,2024-12-10,20,1415.52,Yes
BB1556,CUST125,Female,34,Delhi,Household,Detergent,9,295.1,2655.9,Wallet,2024-11-13,15,2257.51,Yes
BB1557,CUST316,Male,22,Ahmedabad,Sports,Water Bottle,7,235.66,1649.62,Credit Card,2025-06-13,15,1402.18,Yes
BB1558,CUST749,Female,30,Mumbai,Kitchen,Peeler,1,481.86,481.86,Cash,2024-07-22,10,433.67,No
BB1559,CUST498,Female,40,Kolkata,Beauty,Face Cream,5,129.28,646.4,Credit Card,2024-11-27,0,646.4,Yes
BB1560,CUST961,Male,46,Surat,Groceries,Oil,7,76.62,536.34,Credit Card,2024-11-30,20,429.07,Yes
BB1561,CUST245,Female,23,Surat,Sports,Tennis Racket,1,180.5,180.5,Wallet,2025-03-24,20,144.4,No
BB1562,CUST434,Female,29,Patna,Toys & Games,Puzzle,7,137.64,963.48,Cash,2024-10-26,0,963.48,Yes
BB1563,CUST436,Male,46,Bhopal,Toys & Games,Puzzle,2,433.41,866.82,Wallet,2024-09-13,10,780.14,No
BB1564,CUST242,Male,60,Visakhapatnam,Furniture,Bean Bag,4,117.94,471.76,UPI,2024-10-16,20,377.41,No
BB1565,CUST217,Female,30,Kolkata,Household,Bucket,8,72.28,578.24,UPI,2024-12-20,10,520.42,Yes
BB1566,CUST332,Female,29,Hyderabad,Groceries,Wheat,9,212.73,1914.57,Cash,2025-06-13,20,1531.66,No
BB1567,CUST571,Male,26,Jaipur,Groceries,Pickles,6,302.6,1815.6,UPI,2025-04-18,20,1452.48,No
BB1568,CUST930,Male,18,Nagpur,Furniture,Foldable Table,9,23.69,213.21,Cash,2024-10-10,15,181.23,Yes
BB1569,CUST436,Female,19,Visakhapatnam,Groceries,Butter,4,420.11,1680.44,UPI,2025-01-21,15,1428.37,No
BB1570,CUST606,Male,22,Nagpur,Toys & Games,Puzzle,3,227.87,683.61,Cash,2025-03-09,10,615.25,No
BB1571,CUST228,Female,31,Chennai,Groceries,Tea,10,393.13,3931.3,Credit Card,2025-04-18,10,3538.17,Yes
BB1572,CUST782,Male,19,Jaipur,Electronics,TV,7,100.43,703.01,Credit Card,2024-12-11,10,632.71,No
BB1573,CUST103,Female,32,Delhi,Kitchen,Gas Lighter,4,40.66,162.64,Credit Card,2024-11-23,5,154.51,No
BB1574,CUST124,Female,20,Delhi,Electronics,Power Bank,8,62.62,500.96,Cash,2025-04-07,15,425.82,Yes
BB1575,CUST695,Male,42,Vadodara,Furniture,Sofa Cover,4,283.86,1135.44,Wallet,2024-12-06,0,1135.44,Yes
BB1576,CUST364,Male,47,Visakhapatnam,Kitchen,Rolling Pin,4,473.58,1894.32,UPI,2024-09-29,10,1704.89,No
BB1577,CUST462,Female,36,Patna,Electronics,Bluetooth Speaker,8,164.88,1319.04,Cash,2024-12-13,15,1121.18,Yes
BB1578,CUST553,Female,19,Pune,Household,Cleaning Gloves,8,153.13,1225.04,Wallet,2025-06-08,15,1041.28,No
BB1579,CUST244,Male,30,Kolkata,Furniture,Foldable Table,8,256.44,2051.52,UPI,2024-08-22,0,2051.52,Yes
BB1580,CUST403,Female,52,Delhi,Toys & Games,Puzzle,10,166.31,1663.1,UPI,2024-12-17,15,1413.63,No
BB1581,CUST882,Male,51,Delhi,Sports,Cricket Bat,1,72.22,72.22,Cash,2025-02-19,20,57.78,No
BB1582,CUST752,Female,22,Thane,Beauty,Perfume,6,366.87,2201.22,Cash,2024-12-24,15,1871.04,Yes
BB1583,CUST862,Male,46,Mumbai,Beauty,Kajal,1,487.1,487.1,Wallet,2024-09-13,15,414.04,Yes
BB1584,CUST554,Male,46,Chennai,Electronics,Headphones,3,142.84,428.52,Credit Card,2024-07-01,20,342.82,Yes
BB1585,CUST802,Male,60,Nagpur,Groceries,Flour,10,104.46,1044.6,Wallet,2025-03-13,15,887.91,No
BB1586,CUST907,Male,62,Hyderabad,Beauty,Deodorant,1,303.7,303.7,Cash,2025-02-12,20,242.96,No
BB1587,CUST829,Male,36,Thane,Groceries,Dal,5,481.53,2407.65,Wallet,2024-07-03,20,1926.12,Yes
BB1588,CUST840,Male,44,Lucknow,Groceries,Jaggery,10,402.22,4022.2,Wallet,2024-10-18,15,3418.87,Yes
BB1589,CUST296,Female,34,Mumbai,Kitchen,Utensils,8,138.86,1110.88,Credit Card,2025-04-08,15,944.25,Yes
BB1590,CUST907,Female,27,Surat,Groceries,Milk,8,53.65,429.2,UPI,2025-02-16,20,343.36,No
BB1591,CUST239,Female,39,Hyderabad,Groceries,Sugar,6,82.75,496.5,UPI,2025-01-16,5,471.67,Yes
BB1592,CUST244,Male,33,Ranchi,Groceries,Eggs,4,252.31,1009.24,Credit Card,2024-08-27,5,958.78,No
BB1593,CUST998,Female,58,Thane,Beauty,Kajal,2,97.21,194.42,Wallet,2025-03-16,10,174.98,No
BB1594,CUST231,Female,47,Visakhapatnam,Sports,Tennis Racket,3,369.69,1109.07,Credit Card,2024-12-20,5,1053.62,No
BB1595,CUST518,Female,61,Pune,Groceries,Milk,3,464.23,1392.69,Credit Card,2025-03-06,15,1183.79,Yes
BB1596,CUST715,Male,33,Visakhapatnam,Electronics,Smartwatch,2,355.24,710.48,Cash,2025-04-05,0,710.48,Yes
BB1597,CUST662,Male,28,Lucknow,Toys & Games,Board Game,10,306.02,3060.2,UPI,2024-09-24,20,2448.16,No
BB1598,CUST108,Male,37,Chandigarh,Groceries,Pickles,4,450.74,1802.96,Wallet,2025-04-05,0,1802.96,Yes
BB1599,CUST700,Male,53,Pune,Electronics,Microwave,6,49.13,294.78,Credit Card,2024-10-11,5,280.04,No
BB1600,CUST925,Male,64,Bhopal,Groceries,Wheat,3,273.01,819.03,Cash,2025-06-26,15,696.18,Yes
