Invoice_ID,Customer_ID,Gender,Age,City,Product_Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Payment_Method,Date_of_Purchase,Discount_Percent,Final_Amount,Loyalty_Customer
BB1800,CUST714,Female,38,Pune,Household,Dishwash,8,204.15,1633.2,UPI,2025-03-29,10,1469.88,No
BB1801,CUST174,Male,21,Visakhapatnam,Toys & Games,Rubik Cube,7,119.2,834.4,Wallet,2025-01-05,20,667.52,No
BB1802,CUST443,Female,21,Visakhapatnam,Electronics,Air Conditioner,10,240.46,2404.6,UPI,2025-05-11,10,2164.14,No
BB1803,CUST942,Male,26,Patna,Groceries,Jaggery,7,254.59,1782.13,Cash,2024-08-14,20,1425.7,Yes
BB1804,CUST140,Male,51,Kolkata,Furniture,Chair,6,225.6,1353.6,UPI,2025-02-22,20,1082.88,Yes
BB1805,CUST762,Female,31,Vadodara,Apparel,Saree,8,99.38,795.04,Cash,2024-08-13,15,675.78,No
BB1806,CUST148,Male,46,Chennai,Groceries,Honey,3,48.58,145.74,Cash,2025-03-27,0,145.74,No
BB1807,CUST966,Male,58,Pune,Toys & Games,Puzzle,4,363.95,1455.8,Credit Card,2024-11-09,0,1455.8,Yes
BB1808,CUST271,Female,35,Pune,Furniture,Shoe Rack,6,400.31,2401.86,Wallet,2025-03-05,20,1921.49,Yes
BB1809,CUST452,Female,19,Chennai,Furniture,Plastic Stool,9,265.21,2386.89,UPI,2025-03-15,5,2267.55,Yes
BB1810,CUST785,Female,38,Hyderabad,Kitchen,Tiffin Box,5,473.54,2367.7,Credit Card,2025-02-27,10,2130.93,Yes
BB1811,CUST742,Female,21,Nagpur,Groceries,Wheat,8,470.61,3764.88,Wallet,2024-09-20,20,3011.9,Yes
BB1812,CUST294,Female,18,Lucknow,Toys & Games,Coloring Kit,8,260.03,2080.24,Wallet,2025-05-01,20,1664.19,Yes
BB1813,CUST433,Female,22,Nagpur,Household,Mop,6,459.66,2757.96,UPI,2024-09-26,15,2344.27,Yes
BB1814,CUST584,Female,53,Vadodara,Electronics,TV,4,186.14,744.56,Credit Card,2025-01-06,5,707.33,Yes
BB1815,CUST837,Male,40,Pune,Stationery,Marker,7,185.41,1297.87,Cash,2025-03-04,15,1103.19,Yes
BB1816,CUST868,Male,21,Pune,Furniture,Sofa Cover,5,488.92,2444.6,Wallet,2024-09-24,0,2444.6,Yes
BB1817,CUST720,Female,31,Patna,Apparel,Shoes,3,163.99,491.97,Cash,2025-02-16,20,393.58,Yes
BB1818,CUST863,Male,20,Bhopal,Stationery,Notebook,1,202.2,202.2,Cash,2024-10-13,0,202.2,No
BB1819,CUST481,Female,52,Delhi,Groceries,Wheat,10,340.09,3400.9,Cash,2024-09-01,5,3230.86,No
BB1820,CUST921,Female,32,Jaipur,Furniture,Sofa Cover,9,391.08,3519.72,Wallet,2025-04-23,10,3167.75,No
BB1821,CUST840,Female,56,Chandigarh,Beauty,Lotion,7,134.51,941.57,Cash,2025-01-19,20,753.26,No
BB1822,CUST524,Male,52,Patna,Electronics,Charger,4,221.78,887.12,UPI,2024-10-29,10,798.41,No
BB1823,CUST622,Male,32,Hyderabad,Beauty,Kajal,5,240.28,1201.4,Credit Card,2025-01-31,20,961.12,No
BB1824,CUST349,Male,19,Chandigarh,Furniture,Bean Bag,7,48.03,336.21,UPI,2024-07-10,0,336.21,No
BB1825,CUST833,Female,65,Bhopal,Kitchen,Cutting Board,9,227.5,2047.5,Wallet,2024-08-17,5,1945.12,Yes
BB1826,CUST622,Male,59,Surat,Beauty,Conditioner,2,499.74,999.48,Cash,2024-11-22,0,999.48,Yes
BB1827,CUST218,Male,58,Patna,Sports,Dumbbells,1,377.06,377.06,UPI,2025-06-23,5,358.21,Yes
BB1828,CUST479,Male,47,Delhi,Stationery,Pencil,2,119.36,238.72,Cash,2025-01-03,10,214.85,Yes
BB1829,CUST186,Male,18,Indore,Stationery,Scale,6,344.36,2066.16,UPI,2024-07-28,15,1756.24,Yes
BB1830,CUST373,Female,45,Bhopal,Apparel,Socks,5,255.44,1277.2,UPI,2025-04-07,0,1277.2,Yes
BB1831,CUST647,Female,51,Surat,Beauty,Hair Oil,8,466.18,3729.44,UPI,2025-04-13,0,3729.44,No
BB1832,CUST152,Female,49,Chennai,Kitchen,Gas Lighter,9,68.45,616.05,Cash,2025-04-10,20,492.84,Yes
BB1833,CUST671,Female,35,Delhi,Sports,Cricket Bat,6,394.52,2367.12,Credit Card,2025-01-25,15,2012.05,Yes
BB1834,CUST355,Female,30,Chennai,Stationery,Scissors,10,175.74,1757.4,Credit Card,2025-03-12,10,1581.66,Yes
BB1835,CUST640,Male,47,Patna,Toys & Games,Building Blocks,5,317.84,1589.2,Credit Card,2024-09-17,10,1430.28,Yes
BB1836,CUST790,Male,57,Mumbai,Groceries,Eggs,8,298.56,2388.48,Wallet,2025-03-26,10,2149.63,Yes
BB1837,CUST719,Male,37,Pune,Electronics,Bluetooth Speaker,3,61.67,185.01,Cash,2025-04-25,0,185.01,No
BB1838,CUST580,Male,30,Indore,Groceries,Spices,10,333.89,3338.9,Credit Card,2025-04-05,5,3171.95,Yes
BB1839,CUST256,Male,20,Ahmedabad,Furniture,Bean Bag,3,24.28,72.84,Credit Card,2024-11-07,5,69.2,Yes
BB1840,CUST743,Female,62,Patna,Beauty,Hair Oil,9,250.37,2253.33,Wallet,2025-02-02,0,2253.33,No
BB1841,CUST328,Female,33,Bhopal,Groceries,Jaggery,2,46.77,93.54,Wallet,2025-02-16,20,74.83,No
BB1842,CUST419,Female,48,Surat,Stationery,Scissors,8,345.92,2767.36,UPI,2025-05-26,10,2490.62,Yes
BB1843,CUST596,Male,40,Thane,Furniture,Bean Bag,10,203.48,2034.8,Wallet,2024-08-09,20,1627.84,Yes
BB1844,CUST116,Male,31,Ahmedabad,Stationery,Pen,5,389.47,1947.35,Wallet,2025-05-02,10,1752.62,Yes
BB1845,CUST244,Female,42,Delhi,Kitchen,Chopping Board,7,210.21,1471.47,Credit Card,2025-01-09,10,1324.32,No
BB1846,CUST620,Female,27,Mumbai,Electronics,Tablet,3,86.86,260.58,Credit Card,2024-11-09,5,247.55,Yes
BB1847,CUST712,Male,59,Delhi,Household,Toilet Paper,8,393.47,3147.76,Credit Card,2024-12-14,15,2675.6,Yes
BB1848,CUST392,Male,43,Pune,Stationery,Scissors,7,246.45,1725.15,Cash,2024-07-05,0,1725.15,Yes
BB1849,CUST776,Male,60,Ahmedabad,Household,Toilet Paper,4,258.93,1035.72,Credit Card,2024-09-19,5,983.93,No
BB1850,CUST142,Male,53,Bangalore,Sports,Shuttlecock,6,295.55,1773.3,Credit Card,2025-02-24,10,1595.97,No
BB1851,CUST214,Male,35,Nagpur,Kitchen,Non-stick Pan,6,209.74,1258.44,Credit Card,2025-02-27,15,1069.67,No
BB1852,CUST163,Male,35,Thane,Beauty,Sunscreen,3,437.7,1313.1,Cash,2024-12-29,5,1247.44,No
BB1853,CUST203,Male,40,Indore,Household,Cleaning Gloves,10,219.37,2193.7,Wallet,2025-06-14,15,1864.64,No
BB1854,CUST796,Female,26,Visakhapatnam,Furniture,Mattress,8,407.78,3262.24,UPI,2024-12-24,10,2936.02,No
BB1855,CUST185,Male,36,Vadodara,Stationery,Scale,1,352.56,352.56,Credit Card,2024-10-23,5,334.93,No
BB1856,CUST238,Male,46,Lucknow,Household,Dustbin,2,472.55,945.1,Credit Card,2025-05-07,5,897.85,No
BB1857,CUST510,Female,27,Jaipur,Apparel,Shorts,3,483.69,1451.07,UPI,2024-10-03,10,1305.96,Yes
BB1858,CUST492,Female,29,Chandigarh,Furniture,Chair,5,45.27,226.35,Cash,2025-02-07,5,215.03,No
BB1859,CUST702,Female,61,Pune,Stationery,Eraser,9,99.7,897.3,UPI,2025-03-15,0,897.3,No
BB1860,CUST151,Female,33,Bangalore,Stationery,Whiteboard Marker,10,402.85,4028.5,Wallet,2025-04-27,15,3424.22,No
BB1861,CUST185,Male,19,Ahmedabad,Beauty,Kajal,7,334.12,2338.84,Credit Card,2025-04-14,5,2221.9,Yes
BB1862,CUST927,Male,51,Pune,Household,Room Freshener,8,279.34,2234.72,Wallet,2024-11-18,15,1899.51,No
BB1863,CUST865,Male,42,Delhi,Beauty,Shampoo,7,325.12,2275.84,Wallet,2024-07-22,15,1934.46,Yes
BB1864,CUST304,Male,23,Ahmedabad,Stationery,Glue Stick,5,430.09,2150.45,Credit Card,2024-07-15,20,1720.36,Yes
BB1865,CUST631,Male,22,Kolkata,Electronics,Smartwatch,6,80.86,485.16,UPI,2025-03-23,5,460.9,No
BB1866,CUST929,Male,35,Surat,Furniture,Sofa Cover,3,170.76,512.28,UPI,2025-06-17,5,486.67,Yes
BB1867,CUST266,Female,34,Vadodara,Groceries,Paneer,9,269.86,2428.74,Cash,2024-11-03,15,2064.43,Yes
BB1868,CUST773,Male,22,Nagpur,Beauty,Shampoo,10,258.98,2589.8,Wallet,2024-12-09,20,2071.84,Yes
BB1869,CUST882,Female,56,Chennai,Apparel,T-Shirt,6,459.33,2755.98,Credit Card,2025-03-23,0,2755.98,Yes
BB1870,CUST651,Male,42,Surat,Sports,Cricket Bat,7,419.76,2938.32,Credit Card,2025-02-26,5,2791.4,No
BB1871,CUST294,Female,48,Ranchi,Apparel,Shirt,10,358.37,3583.7,UPI,2024-10-04,10,3225.33,Yes
BB1872,CUST502,Female,30,Lucknow,Furniture,Sofa Cover,10,118.04,1180.4,UPI,2025-03-03,20,944.32,Yes
BB1873,CUST171,Female,38,Chennai,Furniture,Plastic Stool,5,39.14,195.7,UPI,2024-10-20,0,195.7,Yes
BB1874,CUST902,Male,44,Chandigarh,Groceries,Wheat,10,136.37,1363.7,Credit Card,2024-11-08,10,1227.33,No
BB1875,CUST747,Male,37,Surat,Toys & Games,Coloring Kit,5,456.44,2282.2,Credit Card,2025-01-14,15,1939.87,Yes
BB1876,CUST813,Male,50,Mumbai,Household,Bucket,10,80.12,801.2,Cash,2025-03-26,15,681.02,No
BB1877,CUST326,Male,25,Ranchi,Beauty,Lotion,1,27.07,27.07,Credit Card,2024-08-25,0,27.07,No
BB1878,CUST641,Female,25,Pune,Kitchen,Tiffin Box,7,387.5,2712.5,Wallet,2024-07-09,5,2576.88,No
BB1879,CUST615,Male,32,Indore,Beauty,Face Cream,10,476.56,4765.6,Cash,2025-02-15,0,4765.6,No
BB1880,CUST761,Male,22,Mumbai,Beauty,Kajal,5,136.3,681.5,UPI,2024-07-09,5,647.42,Yes
BB1881,CUST376,Female,48,Visakhapatnam,Kitchen,Tiffin Box,7,134.25,939.75,Credit Card,2024-07-17,10,845.77,No
BB1882,CUST370,Female,56,Bangalore,Furniture,Table,8,71.33,570.64,Credit Card,2024-09-21,15,485.04,Yes
BB1883,CUST682,Male,36,Chandigarh,Kitchen,Mixer Grinder,5,261.38,1306.9,Cash,2025-02-25,20,1045.52,Yes
BB1884,CUST751,Female,39,Vadodara,Stationery,Scale,9,244.22,2197.98,UPI,2024-07-25,0,2197.98,No
BB1885,CUST595,Female,22,Jaipur,Electronics,Charger,2,422.69,845.38,Wallet,2024-07-23,0,845.38,No
BB1886,CUST191,Male,38,Ranchi,Stationery,Pencil,9,327.53,2947.77,UPI,2025-06-21,0,2947.77,No
BB1887,CUST173,Male,43,Visakhapatnam,Beauty,Body Wash,1,420.62,420.62,Credit Card,2024-12-02,5,399.59,Yes
BB1888,CUST496,Female,36,Pune,Stationery,Files,2,127.19,254.38,Wallet,2025-05-23,0,254.38,Yes
BB1889,CUST623,Female,57,Bhopal,Electronics,Fridge,6,352.51,2115.06,Wallet,2024-09-18,5,2009.31,Yes
BB1890,CUST914,Female,32,Thane,Groceries,Dal,1,426.01,426.01,Credit Card,2024-12-07,10,383.41,No
BB1891,CUST792,Male,18,Pune,Electronics,Mobile,6,299.27,1795.62,Wallet,2024-11-09,10,1616.06,Yes
BB1892,CUST126,Male,43,Mumbai,Toys & Games,Toy Gun,10,300.47,3004.7,Credit Card,2024-09-03,5,2854.46,Yes
BB1893,CUST285,Female,36,Hyderabad,Household,Doormat,3,420.45,1261.35,UPI,2024-10-29,0,1261.35,No
BB1894,CUST200,Female,38,Thane,Furniture,Shoe Rack,1,332.24,332.24,Credit Card,2025-06-27,0,332.24,Yes
BB1895,CUST636,Male,62,Nagpur,Groceries,Milk,1,419.08,419.08,Credit Card,2025-03-31,0,419.08,Yes
BB1896,CUST181,Female,21,Patna,Toys & Games,Coloring Kit,1,427.55,427.55,UPI,2024-11-18,10,384.8,Yes
BB1897,CUST773,Male,55,Indore,Electronics,Smartwatch,7,104.67,732.69,Credit Card,2024-11-27,15,622.79,Yes
BB1898,CUST156,Male,61,Patna,Stationery,Glue Stick,4,140.64,562.56,Wallet,2024-10-05,10,506.3,Yes
BB1899,CUST872,Female,52,Thane,Furniture,Plastic Stool,6,180.39,1082.34,Credit Card,2025-01-11,15,919.99,Yes
BB1900,CUST876,Female,51,Nagpur,Toys & Games,Rubik Cube,9,185.32,1667.88,Credit Card,2025-03-27,15,1417.7,Yes
BB1901,CUST246,Male,37,Bhopal,Toys & Games,Soft Toy,3,441.66,1324.98,Cash,2025-03-09,20,1059.98,Yes
BB1902,CUST865,Female,44,Thane,Sports,Shuttlecock,5,291.98,1459.9,Cash,2024-12-17,10,1313.91,No
BB1903,CUST537,Female,51,Hyderabad,Kitchen,Peeler,7,283.88,1987.16,Cash,2024-07-16,15,1689.09,Yes
BB1904,CUST795,Female,54,Visakhapatnam,Furniture,Shoe Rack,5,394.32,1971.6,UPI,2025-06-03,5,1873.02,Yes
BB1905,CUST118,Male,33,Hyderabad,Beauty,Face Cream,5,209.8,1049.0,Cash,2024-11-27,5,996.55,No
BB1906,CUST852,Male,27,Ranchi,Household,Cleaning Gloves,3,158.98,476.94,Credit Card,2024-11-20,20,381.55,Yes
BB1907,CUST678,Male,64,Hyderabad,Toys & Games,Building Blocks,7,214.85,1503.95,Credit Card,2024-07-02,0,1503.95,Yes
BB1908,CUST371,Female,59,Mumbai,Sports,Football,1,28.62,28.62,UPI,2024-08-20,10,25.76,No
BB1909,CUST523,Female,36,Chennai,Beauty,Lotion,6,128.26,769.56,Cash,2025-05-15,5,731.08,Yes
BB1910,CUST995,Male,48,Vadodara,Apparel,Socks,2,456.63,913.26,Cash,2025-01-05,15,776.27,Yes
BB1911,CUST549,Male,35,Chennai,Furniture,Shoe Rack,7,153.34,1073.38,Cash,2025-03-26,15,912.37,No
BB1912,CUST687,Female,32,Chandigarh,Beauty,Perfume,1,168.52,168.52,Credit Card,2024-08-24,5,160.09,No
BB1913,CUST415,Male,60,Chennai,Kitchen,Mixer Grinder,6,349.05,2094.3,Credit Card,2024-10-29,0,2094.3,No
BB1914,CUST816,Female,18,Bhopal,Kitchen,Rolling Pin,1,364.03,364.03,Credit Card,2025-05-04,0,364.03,No
BB1915,CUST212,Male,38,Visakhapatnam,Groceries,Oil,5,59.33,296.65,Cash,2025-04-27,5,281.82,No
BB1916,CUST383,Female,50,Jaipur,Toys & Games,Puzzle,8,208.66,1669.28,Credit Card,2024-09-29,0,1669.28,No
BB1917,CUST309,Male,38,Chennai,Furniture,Bean Bag,10,277.6,2776.0,UPI,2024-07-09,0,2776.0,No
BB1918,CUST154,Female,35,Kolkata,Stationery,Pen,8,81.53,652.24,Wallet,2025-04-22,0,652.24,No
BB1919,CUST412,Female,36,Jaipur,Furniture,Bean Bag,3,326.97,980.91,Cash,2024-08-31,0,980.91,Yes
BB1920,CUST928,Male,40,Bhopal,Toys & Games,Building Blocks,7,181.73,1272.11,Wallet,2025-04-15,5,1208.5,Yes
BB1921,CUST289,Female,38,Chandigarh,Groceries,Flour,4,57.79,231.16,Wallet,2025-03-08,15,196.49,Yes
BB1922,CUST388,Female,57,Visakhapatnam,Furniture,Shoe Rack,6,426.18,2557.08,UPI,2024-08-31,20,2045.66,Yes
BB1923,CUST312,Female,63,Lucknow,Furniture,Sofa Cover,9,213.99,1925.91,UPI,2024-07-29,0,1925.91,Yes
BB1924,CUST982,Male,63,Nagpur,Beauty,Perfume,2,304.56,609.12,UPI,2025-06-05,5,578.66,No
BB1925,CUST276,Male,24,Patna,Toys & Games,Remote Car,1,261.69,261.69,Cash,2025-02-04,20,209.35,No
BB1926,CUST358,Female,56,Ahmedabad,Sports,Basketball,2,140.2,280.4,UPI,2025-02-13,10,252.36,Yes
BB1927,CUST183,Male,46,Bhopal,Electronics,TV,1,200.91,200.91,Credit Card,2024-12-15,5,190.86,No
BB1928,CUST676,Female,55,Jaipur,Sports,Football,3,93.23,279.69,Cash,2024-08-24,15,237.74,Yes
BB1929,CUST151,Male,32,Thane,Sports,Dumbbells,9,284.27,2558.43,Cash,2025-02-06,15,2174.67,No
BB1930,CUST336,Female,22,Mumbai,Furniture,Chair,4,87.9,351.6,UPI,2024-10-01,10,316.44,No
BB1931,CUST978,Male,54,Visakhapatnam,Stationery,Glue Stick,1,51.08,51.08,Cash,2025-04-21,10,45.97,No
BB1932,CUST880,Female,38,Patna,Toys & Games,Puzzle,4,24.24,96.96,UPI,2025-03-26,0,96.96,No
BB1933,CUST119,Female,35,Delhi,Toys & Games,Rubik Cube,9,80.44,723.96,UPI,2024-07-10,5,687.76,No
BB1934,CUST639,Female,63,Indore,Electronics,Bluetooth Speaker,6,142.2,853.2,UPI,2025-06-07,0,853.2,No
BB1935,CUST824,Female,60,Jaipur,Sports,Football,2,173.76,347.52,UPI,2024-07-14,20,278.02,Yes
BB1936,CUST666,Male,28,Lucknow,Sports,Skipping Rope,8,343.12,2744.96,UPI,2024-08-02,10,2470.46,No
BB1937,CUST785,Female,42,Bangalore,Sports,Dumbbells,10,202.79,2027.9,Credit Card,2024-10-16,0,2027.9,Yes
BB1938,CUST243,Male,59,Vadodara,Household,Room Freshener,4,196.91,787.64,Credit Card,2024-08-25,15,669.49,Yes
BB1939,CUST927,Female,35,Mumbai,Apparel,Leggings,3,116.22,348.66,UPI,2024-09-25,20,278.93,No
BB1940,CUST507,Male,22,Jaipur,Toys & Games,Puzzle,9,320.68,2886.12,Credit Card,2024-11-08,5,2741.81,Yes
BB1941,CUST762,Male,35,Lucknow,Stationery,Highlighter,8,160.81,1286.48,Cash,2025-03-27,10,1157.83,No
BB1942,CUST732,Female,45,Jaipur,Apparel,Saree,6,437.63,2625.78,Wallet,2024-11-26,5,2494.49,Yes
BB1943,CUST948,Female,38,Vadodara,Electronics,Fridge,1,228.33,228.33,Cash,2024-10-07,15,194.08,Yes
BB1944,CUST731,Female,28,Lucknow,Kitchen,Cutting Board,10,202.59,2025.9,UPI,2024-12-28,0,2025.9,Yes
BB1945,CUST327,Male,59,Chennai,Electronics,Microwave,3,386.68,1160.04,UPI,2024-11-21,10,1044.04,No
BB1946,CUST239,Male,59,Hyderabad,Groceries,Jaggery,9,383.6,3452.4,UPI,2024-10-22,0,3452.4,Yes
BB1947,CUST880,Male,25,Ranchi,Furniture,Mattress,5,489.14,2445.7,Wallet,2025-05-26,5,2323.41,Yes
BB1948,CUST713,Female,51,Mumbai,Household,Cleaning Gloves,3,228.79,686.37,Credit Card,2025-01-18,15,583.41,Yes
BB1949,CUST107,Female,57,Hyderabad,Beauty,Face Wash,5,377.53,1887.65,Credit Card,2025-06-23,5,1793.27,Yes
BB1950,CUST979,Female,19,Chennai,Furniture,Chair,2,393.43,786.86,Cash,2025-04-09,5,747.52,Yes
BB1951,CUST526,Female,30,Pune,Toys & Games,Coloring Kit,3,425.58,1276.74,Credit Card,2025-01-25,5,1212.9,Yes
BB1952,CUST815,Male,37,Delhi,Stationery,Files,8,473.34,3786.72,Wallet,2024-10-05,15,3218.71,Yes
BB1953,CUST961,Male,41,Surat,Sports,Water Bottle,4,332.51,1330.04,Cash,2025-03-09,0,1330.04,Yes
BB1954,CUST400,Female,45,Chandigarh,Electronics,Bluetooth Speaker,2,47.23,94.46,Cash,2024-12-14,15,80.29,Yes
BB1955,CUST121,Male,46,Nagpur,Stationery,Scale,4,332.48,1329.92,Credit Card,2025-03-22,10,1196.93,Yes
BB1956,CUST281,Male,30,Hyderabad,Sports,Basketball,7,477.73,3344.11,Credit Card,2024-11-25,0,3344.11,Yes
BB1957,CUST968,Female,54,Kolkata,Apparel,Socks,2,117.79,235.58,UPI,2024-12-29,0,235.58,No
BB1958,CUST954,Female,35,Delhi,Apparel,Kurta,8,468.84,3750.72,Credit Card,2024-07-08,0,3750.72,Yes
BB1959,CUST787,Female,30,Hyderabad,Apparel,Dupatta,1,74.58,74.58,Credit Card,2025-03-28,5,70.85,No
BB1960,CUST354,Female,62,Thane,Electronics,Smartwatch,4,397.51,1590.04,Cash,2024-07-13,0,1590.04,No
BB1961,CUST832,Female,44,Ahmedabad,Sports,Gym Gloves,6,23.99,143.94,UPI,2025-03-07,10,129.55,No
BB1962,CUST878,Male,49,Lucknow,Furniture,Plastic Stool,5,128.22,641.1,Credit Card,2025-01-30,20,512.88,Yes
BB1963,CUST991,Male,54,Thane,Apparel,Socks,3,176.39,529.17,Cash,2025-04-10,5,502.71,No
BB1964,CUST148,Male,24,Bangalore,Toys & Games,Soft Toy,10,205.68,2056.8,Cash,2024-10-15,20,1645.44,Yes
BB1965,CUST633,Male,63,Surat,Beauty,Body Wash,4,487.27,1949.08,Credit Card,2025-03-09,0,1949.08,No
BB1966,CUST826,Male,25,Thane,Sports,Tennis Racket,1,252.61,252.61,Wallet,2024-09-14,10,227.35,Yes
BB1967,CUST508,Female,26,Bangalore,Electronics,Air Conditioner,2,78.42,156.84,Wallet,2025-01-10,10,141.16,No
BB1968,CUST170,Female,43,Jaipur,Furniture,Bean Bag,9,283.66,2552.94,Cash,2024-11-02,20,2042.35,No
BB1969,CUST538,Male,41,Lucknow,Stationery,Notebook,2,190.24,380.48,Wallet,2025-06-24,5,361.46,Yes
BB1970,CUST117,Male,29,Chennai,Electronics,Charger,1,234.08,234.08,Cash,2025-06-21,5,222.38,Yes
BB1971,CUST975,Female,49,Indore,Sports,Skipping Rope,2,166.59,333.18,UPI,2024-09-15,20,266.54,Yes
BB1972,CUST243,Male,55,Mumbai,Toys & Games,Soft Toy,2,44.84,89.68,Credit Card,2025-01-24,10,80.71,No
BB1973,CUST826,Female,28,Kolkata,Electronics,Charger,9,65.2,586.8,Cash,2024-10-29,5,557.46,Yes
BB1974,CUST520,Female,45,Patna,Electronics,Air Conditioner,1,421.94,421.94,Credit Card,2025-06-20,0,421.94,No
BB1975,CUST741,Male,25,Pune,Furniture,Plastic Stool,3,459.84,1379.52,Credit Card,2025-06-04,10,1241.57,No
BB1976,CUST598,Female,64,Chandigarh,Toys & Games,Board Game,10,464.44,4644.4,UPI,2025-01-31,5,4412.18,No
BB1977,CUST929,Female,46,Nagpur,Kitchen,Peeler,9,210.37,1893.33,Cash,2025-03-21,20,1514.66,No
BB1978,CUST448,Male,37,Surat,Electronics,Power Bank,5,60.04,300.2,Wallet,2025-03-07,10,270.18,No
BB1979,CUST743,Male,47,Ranchi,Electronics,TV,9,101.15,910.35,Wallet,2024-11-07,10,819.32,Yes
BB1980,CUST459,Female,26,Surat,Household,Mop,1,243.64,243.64,Cash,2025-06-01,0,243.64,No
BB1981,CUST171,Male,61,Vadodara,Household,Mop,2,132.48,264.96,Wallet,2025-05-26,20,211.97,No
BB1982,CUST360,Female,64,Indore,Sports,Football,7,460.24,3221.68,Wallet,2024-10-30,20,2577.34,No
BB1983,CUST402,Male,45,Thane,Toys & Games,Board Game,5,404.71,2023.55,UPI,2025-03-31,15,1720.02,No
BB1984,CUST129,Female,27,Vadodara,Beauty,Sunscreen,4,186.85,747.4,UPI,2024-07-04,15,635.29,Yes
BB1985,CUST286,Female,34,Mumbai,Sports,Shuttlecock,3,135.3,405.9,Wallet,2025-04-25,5,385.6,No
BB1986,CUST306,Female,50,Surat,Sports,Skipping Rope,7,366.38,2564.66,UPI,2025-01-23,15,2179.96,Yes
BB1987,CUST813,Male,39,Mumbai,Groceries,Paneer,7,258.03,1806.21,Wallet,2025-06-14,5,1715.9,No
BB1988,CUST153,Male,31,Patna,Sports,Skipping Rope,3,402.25,1206.75,UPI,2024-11-10,0,1206.75,No
BB1989,CUST462,Male,43,Chennai,Electronics,Washing Machine,8,373.64,2989.12,Wallet,2025-02-15,20,2391.3,No
BB1990,CUST529,Male,44,Visakhapatnam,Electronics,Headphones,8,187.73,1501.84,Wallet,2024-10-27,10,1351.66,Yes
BB1991,CUST364,Male,32,Delhi,Beauty,Face Cream,3,314.36,943.08,Wallet,2025-04-13,20,754.46,No
BB1992,CUST318,Male,36,Thane,Apparel,Dupatta,2,41.98,83.96,Credit Card,2025-02-05,20,67.17,Yes
BB1993,CUST340,Male,33,Nagpur,Beauty,Body Wash,2,94.53,189.06,UPI,2025-06-27,20,151.25,Yes
BB1994,CUST504,Female,41,Jaipur,Sports,Dumbbells,10,441.41,4414.1,Credit Card,2024-07-01,0,4414.1,No
BB1995,CUST254,Male,43,Chandigarh,Furniture,Bean Bag,3,448.43,1345.29,Cash,2024-08-21,5,1278.03,No
BB1996,CUST332,Female,36,Lucknow,Toys & Games,Board Game,7,474.27,3319.89,UPI,2024-07-16,20,2655.91,No
BB1997,CUST327,Male,36,Bhopal,Apparel,Leggings,7,437.77,3064.39,Wallet,2024-08-16,5,2911.17,Yes
BB1998,CUST709,Male,55,Nagpur,Furniture,Plastic Stool,1,278.2,278.2,Cash,2025-06-06,20,222.56,Yes
BB1999,CUST943,Male,45,Hyderabad,Stationery,Marker,8,260.94,2087.52,Wallet,2025-06-13,10,1878.77,Yes
BB2000,CUST799,Male,45,Thane,Kitchen,Utensils,7,89.96,629.72,Cash,2024-12-23,10,566.75,No
